,age,workclass,education,educational.num,marital.status,race,gender,hours.per.week,income
277,25.0 - 31.0,Private,9th,5,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
278,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
279,31.0 - 35.0,Self-emp-not-inc,Assoc-voc,11,Never-married,White,Male,50.0 - 99.0,>50K
280,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
281,35.0 - 40.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
282,25.0 - 31.0,Private,11th,7,Never-married,White,Male,36.0 - 40.0,<=50K
283,35.0 - 40.0,Local-gov,Some-college,10,Divorced,White,Female,36.0 - 40.0,<=50K
285,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
286,35.0 - 40.0,Local-gov,Bachelors,13,Never-married,Black,Male,36.0 - 40.0,<=50K
287,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
288,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
289,40.0 - 45.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
290,50.0 - 58.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,50.0 - 99.0,<=50K
291,50.0 - 58.0,Local-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
292,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,<=50K
293,50.0 - 58.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
294,40.0 - 45.0,Private,Bachelors,13,Divorced,White,Female,40.0 - 50.0,>50K
295,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
296,50.0 - 58.0,Private,Some-college,10,Divorced,White,Male,40.0 - 50.0,>50K
297,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
298,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
299,58.0 - 90.0,Private,HS-grad,9,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
300,16.0 - 25.0,Private,Some-college,10,Divorced,White,Male,36.0 - 40.0,<=50K
301,50.0 - 58.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
302,35.0 - 40.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
303,50.0 - 58.0,Private,1st-4th,2,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
304,25.0 - 31.0,Private,HS-grad,9,Separated,White,Male,36.0 - 40.0,<=50K
305,31.0 - 35.0,Private,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
306,40.0 - 45.0,Local-gov,Masters,14,Divorced,White,Female,40.0 - 50.0,<=50K
307,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
308,40.0 - 45.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
309,58.0 - 90.0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
310,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
311,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
312,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Female,40.0 - 50.0,<=50K
313,31.0 - 35.0,Private,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
315,40.0 - 45.0,Private,9th,5,Divorced,White,Female,50.0 - 99.0,<=50K
316,50.0 - 58.0,Private,10th,6,Widowed,White,Female,36.0 - 40.0,<=50K
317,35.0 - 40.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
318,45.0 - 50.0,Private,Bachelors,13,Divorced,White,Female,40.0 - 50.0,<=50K
319,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
320,31.0 - 35.0,Private,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
321,25.0 - 31.0,Private,5th-6th,3,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
322,35.0 - 40.0,Private,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
323,58.0 - 90.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
324,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Female,40.0 - 50.0,>50K
325,35.0 - 40.0,Private,HS-grad,9,Divorced,Black,Female,36.0 - 40.0,>50K
326,58.0 - 90.0,Private,7th-8th,4,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
327,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Female,36.0 - 40.0,<=50K
328,25.0 - 31.0,Private,Assoc-voc,11,Divorced,White,Male,36.0 - 40.0,<=50K
329,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
330,35.0 - 40.0,Local-gov,HS-grad,9,Divorced,White,Female,36.0 - 40.0,<=50K
331,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
332,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
333,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,Black,Male,40.0 - 50.0,>50K
334,31.0 - 35.0,Private,Bachelors,13,Never-married,White,Male,40.0 - 50.0,<=50K
335,45.0 - 50.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
336,31.0 - 35.0,Federal-gov,Assoc-acdm,12,Never-married,Black,Male,36.0 - 40.0,<=50K
337,31.0 - 35.0,Private,Bachelors,13,Never-married,Black,Female,36.0 - 40.0,<=50K
338,35.0 - 40.0,Private,11th,7,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
339,40.0 - 45.0,Private,Some-college,10,Divorced,White,Male,50.0 - 99.0,<=50K
340,50.0 - 58.0,Private,Some-college,10,Divorced,White,Male,0.0 - 36.0,<=50K
341,25.0 - 31.0,Local-gov,Some-college,10,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
342,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
343,40.0 - 45.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
344,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
345,40.0 - 45.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
346,31.0 - 35.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
347,25.0 - 31.0,Private,10th,6,Divorced,White,Female,36.0 - 40.0,<=50K
348,16.0 - 25.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
349,40.0 - 45.0,Private,7th-8th,4,Separated,White,Male,36.0 - 40.0,<=50K
350,16.0 - 25.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
351,45.0 - 50.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
352,31.0 - 35.0,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
353,35.0 - 40.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
354,25.0 - 31.0,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
355,16.0 - 25.0,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
356,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
357,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
358,25.0 - 31.0,Private,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
359,50.0 - 58.0,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,White,Female,0.0 - 36.0,>50K
360,50.0 - 58.0,Private,HS-grad,9,Widowed,Black,Female,0.0 - 36.0,<=50K
361,25.0 - 31.0,Private,11th,7,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
362,45.0 - 50.0,Private,11th,7,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
363,45.0 - 50.0,Private,HS-grad,9,Divorced,Black,Female,36.0 - 40.0,<=50K
364,35.0 - 40.0,Private,11th,7,Widowed,White,Female,36.0 - 40.0,<=50K
365,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
366,45.0 - 50.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
367,45.0 - 50.0,Private,Bachelors,13,Divorced,White,Female,40.0 - 50.0,>50K
368,25.0 - 31.0,Private,HS-grad,9,Never-married,Black,Male,36.0 - 40.0,<=50K
369,45.0 - 50.0,Local-gov,Masters,14,Never-married,White,Female,40.0 - 50.0,<=50K
370,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Female,36.0 - 40.0,<=50K
371,35.0 - 40.0,Private,HS-grad,9,Separated,Asian-Pac-Islander,Male,50.0 - 99.0,<=50K
372,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40.0 - 50.0,>50K
373,35.0 - 40.0,Private,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male,40.0 - 50.0,<=50K
374,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
376,25.0 - 31.0,Private,Assoc-acdm,12,Never-married,White,Female,0.0 - 36.0,<=50K
377,16.0 - 25.0,Private,11th,7,Never-married,White,Female,0.0 - 36.0,<=50K
378,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
379,40.0 - 45.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
380,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Male,50.0 - 99.0,<=50K
381,35.0 - 40.0,Private,Bachelors,13,Divorced,White,Female,36.0 - 40.0,<=50K
383,25.0 - 31.0,Private,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
384,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
385,35.0 - 40.0,Private,11th,7,Divorced,White,Female,36.0 - 40.0,<=50K
386,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
387,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,50.0 - 99.0,<=50K
388,40.0 - 45.0,Federal-gov,10th,6,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
389,45.0 - 50.0,Private,10th,6,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
390,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
391,35.0 - 40.0,State-gov,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
392,50.0 - 58.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
393,50.0 - 58.0,Self-emp-inc,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
394,58.0 - 90.0,Private,1st-4th,2,Married-civ-spouse,Other,Male,36.0 - 40.0,<=50K
395,31.0 - 35.0,Private,HS-grad,9,Divorced,White,Female,36.0 - 40.0,<=50K
396,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,<=50K
397,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Male,40.0 - 50.0,<=50K
398,25.0 - 31.0,Private,Assoc-voc,11,Separated,Black,Female,36.0 - 40.0,<=50K
399,35.0 - 40.0,Private,HS-grad,9,Separated,White,Male,36.0 - 40.0,>50K
400,58.0 - 90.0,Private,HS-grad,9,Divorced,White,Female,36.0 - 40.0,<=50K
402,45.0 - 50.0,Private,11th,7,Never-married,White,Female,40.0 - 50.0,<=50K
403,58.0 - 90.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
404,16.0 - 25.0,Private,HS-grad,9,Never-married,Other,Male,0.0 - 36.0,<=50K
405,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,Black,Female,36.0 - 40.0,>50K
406,25.0 - 31.0,Private,HS-grad,9,Never-married,Black,Female,36.0 - 40.0,<=50K
407,58.0 - 90.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
408,31.0 - 35.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
409,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
410,25.0 - 31.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
412,16.0 - 25.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
414,40.0 - 45.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
415,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
416,40.0 - 45.0,Private,Doctorate,16,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
417,35.0 - 40.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
418,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Male,36.0 - 40.0,<=50K
420,16.0 - 25.0,Private,Some-college,10,Never-married,Other,Male,36.0 - 40.0,<=50K
421,35.0 - 40.0,State-gov,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
422,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
423,40.0 - 45.0,Federal-gov,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
424,40.0 - 45.0,Private,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
425,16.0 - 25.0,State-gov,Bachelors,13,Never-married,White,Female,36.0 - 40.0,<=50K
426,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,40.0 - 50.0,<=50K
427,16.0 - 25.0,Local-gov,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
428,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
429,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
430,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
431,45.0 - 50.0,State-gov,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
433,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
434,40.0 - 45.0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
435,40.0 - 45.0,State-gov,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
436,31.0 - 35.0,State-gov,11th,7,Never-married,White,Male,36.0 - 40.0,<=50K
437,45.0 - 50.0,Federal-gov,Masters,14,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
439,31.0 - 35.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
440,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
441,25.0 - 31.0,State-gov,Masters,14,Divorced,White,Male,0.0 - 36.0,<=50K
442,25.0 - 31.0,Private,HS-grad,9,Divorced,White,Male,40.0 - 50.0,<=50K
443,35.0 - 40.0,Federal-gov,Masters,14,Never-married,White,Male,36.0 - 40.0,>50K
444,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,<=50K
445,58.0 - 90.0,Self-emp-not-inc,Some-college,10,Widowed,White,Female,50.0 - 99.0,<=50K
448,25.0 - 31.0,Private,Some-college,10,Married-AF-spouse,White,Female,0.0 - 36.0,<=50K
449,50.0 - 58.0,Private,Some-college,10,Divorced,White,Female,0.0 - 36.0,<=50K
450,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
451,25.0 - 31.0,Private,Bachelors,13,Divorced,White,Male,36.0 - 40.0,<=50K
452,16.0 - 25.0,Private,Some-college,10,Never-married,Black,Male,0.0 - 36.0,<=50K
453,45.0 - 50.0,Private,Bachelors,13,Divorced,White,Male,40.0 - 50.0,>50K
454,58.0 - 90.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
455,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
457,25.0 - 31.0,Private,Assoc-acdm,12,Never-married,White,Male,0.0 - 36.0,<=50K
458,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Male,0.0 - 36.0,<=50K
459,16.0 - 25.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
460,35.0 - 40.0,Private,Assoc-voc,11,Never-married,White,Male,36.0 - 40.0,<=50K
461,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Male,0.0 - 36.0,<=50K
462,31.0 - 35.0,Private,11th,7,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
463,31.0 - 35.0,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
464,35.0 - 40.0,State-gov,9th,5,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
465,50.0 - 58.0,Private,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
466,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,<=50K
467,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Male,50.0 - 99.0,<=50K
468,31.0 - 35.0,Private,5th-6th,3,Never-married,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
469,58.0 - 90.0,State-gov,Prof-school,15,Divorced,White,Female,0.0 - 36.0,<=50K
470,31.0 - 35.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
471,35.0 - 40.0,Private,9th,5,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
472,35.0 - 40.0,Local-gov,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
473,40.0 - 45.0,Private,Bachelors,13,Divorced,White,Female,0.0 - 36.0,<=50K
474,35.0 - 40.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
475,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
476,58.0 - 90.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
477,16.0 - 25.0,Federal-gov,Assoc-voc,11,Never-married,White,Female,0.0 - 36.0,<=50K
478,31.0 - 35.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
479,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
480,58.0 - 90.0,Private,10th,6,Widowed,White,Female,36.0 - 40.0,<=50K
481,16.0 - 25.0,Private,HS-grad,9,Never-married,Black,Male,36.0 - 40.0,<=50K
482,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
483,31.0 - 35.0,Private,Some-college,10,Divorced,White,Male,36.0 - 40.0,<=50K
484,58.0 - 90.0,Private,5th-6th,3,Never-married,White,Female,40.0 - 50.0,<=50K
485,25.0 - 31.0,Private,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
486,40.0 - 45.0,Private,Doctorate,16,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
487,58.0 - 90.0,State-gov,1st-4th,2,Married-civ-spouse,Other,Male,40.0 - 50.0,<=50K
488,31.0 - 35.0,Private,Bachelors,13,Never-married,White,Female,36.0 - 40.0,<=50K
489,25.0 - 31.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
490,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
491,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
492,50.0 - 58.0,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
493,45.0 - 50.0,Private,HS-grad,9,Widowed,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
494,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
495,40.0 - 45.0,Self-emp-inc,11th,7,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
496,50.0 - 58.0,Private,Bachelors,13,Never-married,White,Female,0.0 - 36.0,<=50K
497,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
498,25.0 - 31.0,Private,Bachelors,13,Never-married,Black,Male,40.0 - 50.0,<=50K
499,16.0 - 25.0,Local-gov,Bachelors,13,Never-married,White,Female,36.0 - 40.0,<=50K
500,58.0 - 90.0,Private,Some-college,10,Divorced,White,Female,36.0 - 40.0,<=50K
501,50.0 - 58.0,Private,10th,6,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
502,25.0 - 31.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
503,25.0 - 31.0,Private,Masters,14,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
504,50.0 - 58.0,Private,HS-grad,9,Widowed,White,Male,40.0 - 50.0,<=50K
505,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
506,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
507,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
508,50.0 - 58.0,Private,7th-8th,4,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
509,31.0 - 35.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
510,35.0 - 40.0,Private,Bachelors,13,Divorced,White,Female,36.0 - 40.0,>50K
511,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
512,40.0 - 45.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
513,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
514,45.0 - 50.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
515,31.0 - 35.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
516,16.0 - 25.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
517,35.0 - 40.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,50.0 - 99.0,>50K
518,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
519,25.0 - 31.0,Private,10th,6,Divorced,White,Male,0.0 - 36.0,<=50K
520,45.0 - 50.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
521,50.0 - 58.0,Private,Some-college,10,Separated,Black,Male,36.0 - 40.0,>50K
523,31.0 - 35.0,State-gov,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
524,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
525,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
526,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
527,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
528,40.0 - 45.0,Private,HS-grad,9,Separated,Black,Female,36.0 - 40.0,<=50K
529,31.0 - 35.0,Private,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
530,25.0 - 31.0,State-gov,Masters,14,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
531,25.0 - 31.0,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,50.0 - 99.0,<=50K
532,31.0 - 35.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
533,58.0 - 90.0,Private,5th-6th,3,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
534,16.0 - 25.0,Self-emp-not-inc,Bachelors,13,Never-married,White,Female,36.0 - 40.0,<=50K
535,50.0 - 58.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
536,31.0 - 35.0,Private,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
537,25.0 - 31.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
538,40.0 - 45.0,Self-emp-not-inc,Masters,14,Never-married,White,Female,0.0 - 36.0,<=50K
539,50.0 - 58.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
540,45.0 - 50.0,Private,HS-grad,9,Separated,White,Female,0.0 - 36.0,<=50K
541,50.0 - 58.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
542,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,White,Female,40.0 - 50.0,>50K
543,25.0 - 31.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
544,40.0 - 45.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
545,40.0 - 45.0,Private,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
546,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
547,16.0 - 25.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
548,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
549,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Male,40.0 - 50.0,>50K
550,31.0 - 35.0,Private,Some-college,10,Never-married,Black,Female,36.0 - 40.0,<=50K
551,40.0 - 45.0,Private,HS-grad,9,Never-married,White,Male,36.0 - 40.0,>50K
552,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
553,35.0 - 40.0,Private,11th,7,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
554,40.0 - 45.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
555,16.0 - 25.0,Private,HS-grad,9,Never-married,Black,Female,36.0 - 40.0,<=50K
556,25.0 - 31.0,Private,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
557,31.0 - 35.0,Private,5th-6th,3,Never-married,White,Male,36.0 - 40.0,<=50K
559,45.0 - 50.0,Local-gov,HS-grad,9,Separated,Black,Female,0.0 - 36.0,<=50K
560,16.0 - 25.0,Self-emp-inc,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
